Gene_length	Strand	Gene_name	Ensembl_gene	Gene_biotype
14779	-	FO393401.1	ENSG00000230155	antisense_RNA
388	+	CYB5AP5	ENSG00000257503	processed_pseudogene
48441	-	GVQW2	ENSG00000279968	protein_coding
102	-	VTRNA2-2P	ENSG00000251900	misc_RNA
21366	+	TEN1	ENSG00000257949	protein_coding
190	-	U2	ENSG00000277903	snRNA
3392	+	AL355537.1	ENSG00000224190	lincRNA
10446	+	GOLGA8J	ENSG00000179938	protein_coding
3976	+	AP000688.4	ENSG00000236677	antisense_RNA
89	+	RNU6-786P	ENSG00000252658	snRNA
529	+	AC020914.2	ENSG00000268777	antisense_RNA
2847	-	AC022150.4	ENSG00000269825	sense_intronic
133518	-	LINC01006	ENSG00000182648	lincRNA
298	-	RN7SL473P	ENSG00000277452	misc_RNA
297	+	AC016925.1	ENSG00000227505	processed_pseudogene
689	+	AC015922.4	ENSG00000276855	lincRNA
1430	-	RBPJP6	ENSG00000227924	processed_pseudogene
79306	+	ZBTB40	ENSG00000184677	protein_coding
170952	+	LINC01643	ENSG00000236052	lincRNA
793	+	AL590704.1	ENSG00000219409	processed_pseudogene
984	+	AP002512.3	ENSG00000272987	polymorphic_pseudogene
4937	-	AL357833.2	ENSG00000236892	lincRNA
555	+	RPL7P47	ENSG00000228071	processed_pseudogene
351	+	AKIRIN2P1	ENSG00000251482	processed_pseudogene
21914	-	CNOT7	ENSG00000198791	protein_coding
23222	-	TRIM61	ENSG00000183439	protein_coding
5228	-	AC099786.1	ENSG00000224127	antisense_RNA
1450	+	ACTN4P1	ENSG00000213493	processed_pseudogene
47149	+	SMC2	ENSG00000136824	protein_coding
328028	+	UVRAG	ENSG00000198382	protein_coding
625	+	RPL13P6	ENSG00000213176	processed_pseudogene
5011	-	AL031600.2	ENSG00000261430	sense_intronic
758	+	AC006366.1	ENSG00000244000	processed_pseudogene
89	+	MIR516A1	ENSG00000207767	miRNA
507	+	MTND1P35	ENSG00000255055	processed_pseudogene
706	-	RPL7L1P4	ENSG00000249582	processed_pseudogene
3792	-	OR8H1	ENSG00000181693	protein_coding
6730	-	AC002456.1	ENSG00000223969	antisense_RNA
20037	+	UBL7-AS1	ENSG00000247240	antisense_RNA
143	-	RNU1-6P	ENSG00000277344	snRNA
6977	-	FZD5	ENSG00000163251	protein_coding
1687	-	AC244394.2	ENSG00000234225	lincRNA
125	-	RNU4-21P	ENSG00000199672	snRNA
105	-	RNA5SP261	ENSG00000222468	rRNA
163428	-	LINC02552	ENSG00000256422	lincRNA
60	+	MIR520B	ENSG00000207722	miRNA
316	-	RN7SL672P	ENSG00000239742	misc_RNA
56182	-	LINC01185	ENSG00000228414	lincRNA
62319	+	NOMO3	ENSG00000103226	protein_coding
40662	-	OLFML2B	ENSG00000162745	protein_coding
67779	-	RAB11FIP5	ENSG00000135631	protein_coding
48261	-	USF3	ENSG00000176542	protein_coding
608	-	AC099343.1	ENSG00000249056	processed_pseudogene
1382	+	ZNF192P2	ENSG00000218016	unprocessed_pseudogene
458	+	AL122020.1	ENSG00000213315	processed_pseudogene
18387	-	LINC02519	ENSG00000226194	lincRNA
147908	+	PTK2B	ENSG00000120899	protein_coding
16234	-	GPN3	ENSG00000111231	protein_coding
106	+	RNU6-649P	ENSG00000207192	snRNA
23473	-	NRIP3	ENSG00000175352	protein_coding
5044	-	TNFRSF25	ENSG00000215788	protein_coding
1069	-	AC015911.4	ENSG00000267312	processed_pseudogene
118942	-	LINC01019	ENSG00000248118	lincRNA
555	-	AC138832.1	ENSG00000253536	processed_pseudogene
2572	+	AC021491.4	ENSG00000275897	lincRNA
416	-	UBE2V1P3	ENSG00000229518	processed_pseudogene
390	+	AL513218.1	ENSG00000272100	antisense_RNA
8456	-	OR7A10	ENSG00000127515	protein_coding
78712	-	LIN9	ENSG00000183814	protein_coding
950	-	AC244197.1	ENSG00000229322	processed_pseudogene
978	+	VPS26AP1	ENSG00000240375	processed_pseudogene
764	-	VN1R21P	ENSG00000224752	unitary_pseudogene
581	+	AC105420.1	ENSG00000248237	processed_pseudogene
10164	+	AP002856.1	ENSG00000227125	lincRNA
23328	+	DYDC2	ENSG00000133665	protein_coding
105	+	RNU6-90P	ENSG00000272337	snRNA
83	+	SNORD79	ENSG00000251878	snoRNA
162431	-	NUP210L	ENSG00000143552	protein_coding
699	+	PSME2P2	ENSG00000225131	processed_pseudogene
290577	-	APP	ENSG00000142192	protein_coding
617	-	ATP6V0CP1	ENSG00000230201	processed_pseudogene
16242	+	MICB	ENSG00000204516	protein_coding
121057	-	COA1	ENSG00000106603	protein_coding
1166	+	KCTD9P1	ENSG00000225014	transcribed_processed_pseudogene
197499	+	LINC02428	ENSG00000248740	lincRNA
2907	-	CCDC87	ENSG00000182791	protein_coding
71210	-	SCUBE2	ENSG00000175356	protein_coding
10010	+	AC134698.1	ENSG00000250637	unprocessed_pseudogene
30324	-	NUDT6	ENSG00000170917	protein_coding
12662	+	LINC01777	ENSG00000235054	lincRNA
108833	+	PAQR5	ENSG00000137819	protein_coding
17980	+	TAOK2	ENSG00000149930	protein_coding
64665	+	MINK1	ENSG00000141503	protein_coding
19217	+	THAP9	ENSG00000168152	protein_coding
1166	+	AC010245.2	ENSG00000272040	lincRNA
288	-	RN7SL762P	ENSG00000244308	misc_RNA
3458	+	RTP3	ENSG00000163825	protein_coding
5173	-	POLR2L	ENSG00000177700	protein_coding
51828	-	QDPR	ENSG00000151552	protein_coding
5257	-	AL691515.1	ENSG00000237283	lincRNA
383	+	NUTF2P3	ENSG00000228248	processed_pseudogene
143599	+	AC068305.3	ENSG00000257443	antisense_RNA
20292	-	FP565324.1	ENSG00000283199	protein_coding
7786	-	BRMS1	ENSG00000174744	protein_coding
581	+	NKAIN1P1	ENSG00000242943	processed_pseudogene
677	+	TAB3-AS1	ENSG00000231542	antisense_RNA
7164	-	ITM2A	ENSG00000078596	protein_coding
402	-	AC113191.1	ENSG00000254198	processed_pseudogene
1973	-	AC022182.2	ENSG00000254802	lincRNA
395	-	HIST1H2AA	ENSG00000164508	protein_coding
36291	+	GYG1	ENSG00000163754	protein_coding
417	-	AC103769.1	ENSG00000253475	sense_intronic
461	+	AC097381.3	ENSG00000273267	antisense_RNA
11541	+	PRDX6	ENSG00000117592	protein_coding
492454	-	AC007179.2	ENSG00000233891	lincRNA
64	-	MIR6803	ENSG00000278264	miRNA
712	+	AC111000.1	ENSG00000196472	transcribed_unprocessed_pseudogene
26538	-	OOEP	ENSG00000203907	protein_coding
63865	+	AC010307.2	ENSG00000248245	antisense_RNA
374	-	AC079882.1	ENSG00000273252	unprocessed_pseudogene
49133	-	KYAT1	ENSG00000171097	protein_coding
22971	+	CPA2	ENSG00000158516	protein_coding
1278	-	KRT18P20	ENSG00000257758	processed_pseudogene
112026	-	AL732372.2	ENSG00000237094	transcribed_unprocessed_pseudogene
14134	-	CHIAP3	ENSG00000234020	unprocessed_pseudogene
107	+	RNA5SP324	ENSG00000202047	rRNA
20278	+	ARMC7	ENSG00000125449	protein_coding
116	-	AL589743.6	ENSG00000277252	unprocessed_pseudogene
181	+	AL359821.1	ENSG00000271618	processed_pseudogene
5829	-	NGB	ENSG00000165553	protein_coding
117	+	RNU4-63P	ENSG00000223245	snRNA
1561	-	AC092296.3	ENSG00000267363	lincRNA
266	+	AL031386.1	ENSG00000232183	antisense_RNA
608	+	TRAV3	ENSG00000211777	TR_V_gene
2823	+	CYB561D2	ENSG00000271858	antisense_RNA
177224	-	MDN1	ENSG00000112159	protein_coding
44822	-	WDR89	ENSG00000140006	protein_coding
35446	-	LINC01739	ENSG00000229537	lincRNA
1913	+	AC211476.1	ENSG00000205584	unprocessed_pseudogene
12356	-	FAM221B	ENSG00000204930	protein_coding
218	-	TMEM167AP1	ENSG00000226504	processed_pseudogene
89406	+	RAD50	ENSG00000113522	protein_coding
67	-	MIR8068	ENSG00000273912	miRNA
4021	+	LINC01832	ENSG00000224231	lincRNA
20907	+	CCDC174	ENSG00000154781	protein_coding
13235	+	RPAIN	ENSG00000129197	protein_coding
1719	-	AC104365.3	ENSG00000267705	lincRNA
27266	+	HCN2	ENSG00000099822	protein_coding
1116	+	AC121161.1	ENSG00000248387	processed_pseudogene
140	+	SNORA67	ENSG00000201619	snoRNA
293	+	AL136982.5	ENSG00000271573	processed_pseudogene
127498	+	RABGEF1	ENSG00000154710	protein_coding
122346	+	STK31	ENSG00000196335	protein_coding
113	+	Y_RNA	ENSG00000206847	misc_RNA
412	-	GAPDHP22	ENSG00000234005	processed_pseudogene
174	+	AC068587.5	ENSG00000255253	processed_pseudogene
1074	+	LINC02434	ENSG00000248370	lincRNA
838	-	LINC01803	ENSG00000228909	lincRNA
1798	-	MTCO1P25	ENSG00000229031	unprocessed_pseudogene
104	+	AL590623.1	ENSG00000233832	processed_pseudogene
14584	-	TMEM150B	ENSG00000180061	protein_coding
8345	+	SUOX	ENSG00000139531	protein_coding
4225	-	CD63	ENSG00000135404	protein_coding
128	-	AL355297.2	ENSG00000270487	antisense_RNA
7214	-	RPS20	ENSG00000008988	protein_coding
43600	-	TPTE2P1	ENSG00000253771	transcribed_unprocessed_pseudogene
181	+	uc_338	ENSG00000273658	misc_RNA
1105	+	AC084125.4	ENSG00000265393	antisense_RNA
17687	+	AC024941.2	ENSG00000281333	antisense_RNA
5423	+	UFC1	ENSG00000143222	protein_coding
76	+	SNORD113-7	ENSG00000200632	snoRNA
2411	+	AL354861.3	ENSG00000268926	lincRNA
106	-	RNU6-580P	ENSG00000202029	snRNA
477	+	AC067852.4	ENSG00000267185	processed_pseudogene
345	+	MT-ND3	ENSG00000198840	protein_coding
4863	+	AC024224.1	ENSG00000256626	unprocessed_pseudogene
52015	+	LRSAM1	ENSG00000148356	protein_coding
59	+	MIR6771	ENSG00000274969	miRNA
35126	-	GPR19	ENSG00000183150	protein_coding
1897	+	LINC01385	ENSG00000251604	lincRNA
630	-	AC104619.1	ENSG00000241411	processed_pseudogene
7738	-	GKN2	ENSG00000183607	protein_coding
939	+	AHSP	ENSG00000169877	protein_coding
17720	-	LINC01845	ENSG00000253298	lincRNA
2364	+	AC009053.2	ENSG00000261079	lincRNA
98	-	RNU6-1137P	ENSG00000252882	snRNA
82042	-	DAP	ENSG00000112977	protein_coding
31320	+	ADNP2	ENSG00000101544	protein_coding
261	+	AL162713.1	ENSG00000270522	lincRNA
2817	-	RPL8	ENSG00000161016	protein_coding
80	+	MIR4284	ENSG00000265724	miRNA
53743	-	FAM66B	ENSG00000215374	lincRNA
26713	+	F10	ENSG00000126218	protein_coding
15660	+	OR2M3	ENSG00000228198	protein_coding
8715	+	PRR19	ENSG00000188368	protein_coding
252	-	AC245166.1	ENSG00000253149	IG_V_pseudogene
197	+	ZNFX1-AS1_1	ENSG00000277830	misc_RNA
5847	-	CCDC74B	ENSG00000152076	protein_coding
28733	-	NCL	ENSG00000115053	protein_coding
672	+	ZKSCAN7P1	ENSG00000256138	processed_pseudogene
19807	+	XAF1	ENSG00000132530	protein_coding
1272	+	ADAM20P2	ENSG00000248574	processed_pseudogene
181	+	TP53TG1_2	ENSG00000276185	misc_RNA
103	+	RNU6-1305P	ENSG00000201223	snRNA
74	-	MIR101-1	ENSG00000199135	miRNA
316859	-	LINC00299	ENSG00000236790	lincRNA
1733	+	AC020891.1	ENSG00000259194	sense_intronic
3007	-	MSL3P1	ENSG00000224287	transcribed_processed_pseudogene
114	-	RNU5F-7P	ENSG00000200566	snRNA
141065	-	PLEKHA6	ENSG00000143850	protein_coding
6522	+	ZNHIT1	ENSG00000106400	protein_coding
12673	-	TAF6	ENSG00000106290	protein_coding
36453	+	TMPRSS9	ENSG00000178297	protein_coding
38349	+	OR2F1	ENSG00000213215	polymorphic_pseudogene
671	-	IGHV3-53	ENSG00000211967	IG_V_gene
222931	-	ANKRD11	ENSG00000167522	protein_coding
186450	-	ATP10A	ENSG00000206190	protein_coding
55679	+	AP003108.2	ENSG00000256591	protein_coding
3584	+	AL049781.1	ENSG00000280281	TEC
86	+	AF246928.1	ENSG00000280082	TEC
12113	+	AC087885.1	ENSG00000256031	sense_intronic
75244	-	STAT3	ENSG00000168610	protein_coding
136314	-	ZEB2	ENSG00000169554	protein_coding
144980	+	MTHFD2L	ENSG00000163738	protein_coding
34768	+	ADGRG5	ENSG00000159618	protein_coding
518	+	MTND6P17	ENSG00000249770	unprocessed_pseudogene
429	-	AC026790.2	ENSG00000271892	lincRNA
321	+	AP004607.2	ENSG00000254803	processed_pseudogene
1636	-	POLR2I	ENSG00000105258	protein_coding
595319	-	AFF3	ENSG00000144218	protein_coding
31723	+	CALB2	ENSG00000172137	protein_coding
359	-	AC007546.2	ENSG00000279360	TEC
371	+	RPL31P41	ENSG00000239261	processed_pseudogene
83	+	MIR541	ENSG00000216179	miRNA
16163	+	LAMP5	ENSG00000125869	protein_coding
3496	+	TPD52L3	ENSG00000170777	protein_coding
728	-	AL512649.2	ENSG00000237062	lincRNA
88662	+	ABCC13	ENSG00000243064	transcribed_unprocessed_pseudogene
139437	-	BCAT1	ENSG00000060982	protein_coding
717	+	AC146944.4	ENSG00000269983	lincRNA
38809	-	SART3	ENSG00000075856	protein_coding
98	-	Y_RNA	ENSG00000252319	misc_RNA
17760	+	ASL	ENSG00000126522	protein_coding
134540	-	TMPRSS15	ENSG00000154646	protein_coding
26767	+	TEN1-CDK3	ENSG00000261408	protein_coding
313	-	IGKV2-40	ENSG00000273962	IG_V_gene
83972	+	CNOT6	ENSG00000113300	protein_coding
103	+	RNU6-525P	ENSG00000200555	snRNA
165960	-	TMEM64	ENSG00000180694	protein_coding
621	-	AC022701.1	ENSG00000215457	processed_pseudogene
11237	+	ZNF672	ENSG00000171161	protein_coding
239015	-	SLC44A3-AS1	ENSG00000224081	transcribed_processed_pseudogene
3125	+	LINC01657	ENSG00000224718	lincRNA
871	+	AC091564.5	ENSG00000255390	antisense_RNA
34591	+	BTF3L4	ENSG00000134717	protein_coding
1301	+	GJA8	ENSG00000121634	protein_coding
205067	-	LINGO1	ENSG00000169783	protein_coding
111343	-	CCDC57	ENSG00000176155	protein_coding
25209	-	RPL4	ENSG00000174444	protein_coding
63708	+	STX17	ENSG00000136874	protein_coding
46745	-	GPR143	ENSG00000101850	protein_coding
520	+	MTND6P22	ENSG00000270230	processed_pseudogene
1533	-	HIST1H2BG	ENSG00000273802	protein_coding
79069	-	AC010148.1	ENSG00000235726	processed_transcript
116643	+	AC104662.2	ENSG00000281028	protein_coding
729	+	AL136231.1	ENSG00000225893	processed_pseudogene
20134	+	AC117569.1	ENSG00000264587	lincRNA
35724	+	SLC27A1	ENSG00000130304	protein_coding
1270	-	AC021979.2	ENSG00000258853	lincRNA
2449	-	PAPPA-AS1	ENSG00000256040	antisense_RNA
119244	-	DPYSL3	ENSG00000113657	protein_coding
1077	+	REP15	ENSG00000174236	protein_coding
382632	-	KCNT2	ENSG00000162687	protein_coding
206	+	AP001781.1	ENSG00000254949	processed_pseudogene
215	-	U3	ENSG00000212182	snoRNA
944	+	AC092301.1	ENSG00000269148	antisense_RNA
957	-	VENTXP4	ENSG00000230465	processed_pseudogene
10539	-	AC007920.1	ENSG00000198491	antisense_RNA
24079	-	HDC	ENSG00000140287	protein_coding
25047	-	CWC25	ENSG00000273559	protein_coding
46973	-	LINC01538	ENSG00000266952	lincRNA
1240	-	AC087289.1	ENSG00000266980	antisense_RNA
16551	+	IL32	ENSG00000008517	protein_coding
3055	+	U73166.1	ENSG00000230454	lincRNA
14465	-	ADAM8	ENSG00000151651	protein_coding
9484	-	LINC00612	ENSG00000214851	processed_transcript
139534	-	FAM9B	ENSG00000177138	protein_coding
823	+	AC008072.1	ENSG00000228681	processed_pseudogene
97	+	MIR345	ENSG00000198984	miRNA
54655	-	STK32A-AS1	ENSG00000250343	antisense_RNA
109	+	RNU6-1257P	ENSG00000207355	snRNA
851	-	AC010976.2	ENSG00000272789	antisense_RNA
14236	+	AL356056.1	ENSG00000229227	lincRNA
8936	-	DDR1-AS1	ENSG00000237775	antisense_RNA
446	-	AC005609.4	ENSG00000278946	antisense_RNA
2790	-	AC138035.3	ENSG00000274553	processed_pseudogene
26522	+	CKLF-CMTM1	ENSG00000254788	protein_coding
6672	-	AC012074.1	ENSG00000235072	lincRNA
1047	-	LINC01971	ENSG00000278200	lincRNA
112	+	Y_RNA	ENSG00000201217	misc_RNA
79	+	snoMe28S-Am2634	ENSG00000283584	snoRNA
291801	-	LINC00922	ENSG00000261742	lincRNA
1201	-	AL450996.1	ENSG00000225154	processed_pseudogene
79855	-	AC097374.1	ENSG00000259848	transcribed_unprocessed_pseudogene
200	+	PRELID3BP2	ENSG00000271242	processed_pseudogene
3598	-	AL445647.1	ENSG00000272046	lincRNA
516	-	HMGN1P14	ENSG00000249439	processed_pseudogene
312	-	RN7SKP65	ENSG00000222210	misc_RNA
557	+	AL356276.2	ENSG00000231700	processed_pseudogene
556	-	IMP3P1	ENSG00000230589	processed_pseudogene
61	+	RNU7-3P	ENSG00000252244	snRNA
8375	+	WNT8A	ENSG00000061492	protein_coding
107	-	RNA5SP345	ENSG00000222578	rRNA
814	+	AC005944.1	ENSG00000267469	antisense_RNA
18661	-	AC027290.2	ENSG00000280138	TEC
665	-	AC046134.1	ENSG00000214280	processed_pseudogene
3178	+	ZCCHC12	ENSG00000174460	protein_coding
227	-	AL591623.2	ENSG00000228955	processed_pseudogene
6698	-	SLITRK6	ENSG00000184564	protein_coding
35871	-	AP000880.1	ENSG00000255129	antisense_RNA
206	+	AC099654.13	ENSG00000284474	unprocessed_pseudogene
51358	-	NLRP11	ENSG00000179873	protein_coding
298	+	RN7SL322P	ENSG00000276588	misc_RNA
133	+	Y_RNA	ENSG00000252357	misc_RNA
86	+	U4	ENSG00000273744	snRNA
18256	-	CLN3	ENSG00000188603	protein_coding
1175	+	AC018552.1	ENSG00000260438	processed_pseudogene
3573	-	AC091874.3	ENSG00000249287	processed_pseudogene
696	+	AP002383.6	ENSG00000274486	unprocessed_pseudogene
5807	+	MAGEA9	ENSG00000123584	protein_coding
439	-	IGHV3-33-2	ENSG00000253440	IG_V_pseudogene
58141	-	LINC02275	ENSG00000248319	lincRNA
85627	+	AOX1	ENSG00000138356	protein_coding
947	-	LINC01628	ENSG00000232688	lincRNA
807	+	YBX1P4	ENSG00000213188	processed_pseudogene
553675	+	TMEM117	ENSG00000139173	protein_coding
104	+	RNU6-114P	ENSG00000207435	snRNA
150243	-	CALCR	ENSG00000004948	protein_coding
88	+	MIR8058	ENSG00000277387	miRNA
4924	-	LINC01336	ENSG00000250889	lincRNA
8568	-	AC016738.1	ENSG00000223947	antisense_RNA
944	+	OR4K7P	ENSG00000265340	unprocessed_pseudogene
16789	-	AC055855.2	ENSG00000260773	antisense_RNA
147097	+	CDK13	ENSG00000065883	protein_coding
463	+	AC026801.1	ENSG00000241829	processed_pseudogene
31194	-	COL7A1	ENSG00000114270	protein_coding
748	+	AC126544.2	ENSG00000280022	TEC
198	+	AC016629.2	ENSG00000269032	transcribed_processed_pseudogene
106	+	RNU6-25P	ENSG00000206600	snRNA
881520	-	AC007100.1	ENSG00000271955	lincRNA
123	+	SNORA25	ENSG00000251735	snoRNA
21205	+	ZNF286A	ENSG00000187607	protein_coding
7697	-	AC090589.2	ENSG00000255520	antisense_RNA
22935	-	AC107959.1	ENSG00000245025	antisense_RNA
1546	-	PPATP1	ENSG00000241293	processed_pseudogene
21893	-	AC008056.2	ENSG00000259106	antisense_RNA
96	-	Y_RNA	ENSG00000251837	misc_RNA
95	-	AC018630.3	ENSG00000256400	processed_pseudogene
12265	+	HCN3	ENSG00000143630	protein_coding
462	-	AC116553.2	ENSG00000261782	processed_pseudogene
20565	+	ZSCAN1	ENSG00000152467	protein_coding
7047	-	AL139352.1	ENSG00000283440	lincRNA
4391	-	AC018946.1	ENSG00000259177	antisense_RNA
26236	-	MYH1	ENSG00000109061	protein_coding
189250	+	CHD7	ENSG00000171316	protein_coding
1592	+	USP17L12	ENSG00000227551	protein_coding
4972	-	AL360181.1	ENSG00000226699	antisense_RNA
17783	-	ANHX	ENSG00000227059	protein_coding
3783	+	TXNDC17	ENSG00000129235	protein_coding
109575	-	UQCC1	ENSG00000101019	protein_coding
2087	-	AC104211.3	ENSG00000254020	lincRNA
482	-	AL591363.1	ENSG00000233477	processed_pseudogene
2151	-	AC092120.2	ENSG00000261692	sense_intronic
105	-	RNU6-145P	ENSG00000207307	snRNA
509	-	AC091147.1	ENSG00000265939	processed_pseudogene
111	+	Y_RNA	ENSG00000283592	misc_RNA
59	-	TRGJP1	ENSG00000211692	TR_J_gene
56	+	TRAJ60	ENSG00000249446	TR_J_pseudogene
14370	+	LIPF	ENSG00000182333	protein_coding
114	-	RNA5SP424	ENSG00000212290	rRNA
2301	+	AC018462.2	ENSG00000271657	processed_pseudogene
130424	+	AC009271.1	ENSG00000267327	lincRNA
11299	-	FAHD2B	ENSG00000144199	protein_coding
162	+	RNU1-21P	ENSG00000200197	snRNA
4539	-	RPS6	ENSG00000137154	protein_coding
52533	-	PPP4R3A	ENSG00000100796	protein_coding
109576	-	NXPH2	ENSG00000144227	protein_coding
6107	+	AOC2	ENSG00000131480	protein_coding
34128	+	DRAXIN	ENSG00000162490	protein_coding
189	+	AC005014.3	ENSG00000272537	lincRNA
6338	+	AP001330.1	ENSG00000253282	lincRNA
19392	+	AC009965.1	ENSG00000234714	lincRNA
64	+	MIR8071-2	ENSG00000277030	miRNA
541	+	AC009955.2	ENSG00000267919	lincRNA
7709	+	AF067845.5	ENSG00000282160	lincRNA
568	+	AL161454.1	ENSG00000237631	processed_pseudogene
1305	+	AP003392.3	ENSG00000255114	antisense_RNA
44766	-	AC009654.1	ENSG00000259223	lincRNA
137489	+	AJAP1	ENSG00000196581	protein_coding
159888	+	TAB2	ENSG00000055208	protein_coding
1177	+	AC090696.1	ENSG00000232394	antisense_RNA
124692	-	AC022509.2	ENSG00000256234	antisense_RNA
95	+	RNY4	ENSG00000252316	misc_RNA
6780	+	LINC00941	ENSG00000235884	lincRNA
753	+	AC137695.2	ENSG00000270773	processed_pseudogene
31258	-	AC074011.1	ENSG00000230730	antisense_RNA
35514	+	POTEKP	ENSG00000204434	unprocessed_pseudogene
98	-	SNORA67	ENSG00000212395	snoRNA
14748	-	ADAMTS4	ENSG00000158859	protein_coding
10364	-	AC013652.2	ENSG00000259447	lincRNA
510	+	AC104662.1	ENSG00000271172	lincRNA
549	-	AC079140.3	ENSG00000251188	processed_pseudogene
1122	-	AC024451.1	ENSG00000251354	unprocessed_pseudogene
21318	-	AL512288.1	ENSG00000227050	antisense_RNA
181317	-	IGF2BP2	ENSG00000073792	protein_coding
1904	-	DKFZP434H168	ENSG00000261439	antisense_RNA
107	-	RNU6-371P	ENSG00000201153	snRNA
8752	+	PRSS16	ENSG00000112812	protein_coding
225	+	AL078595.1	ENSG00000220370	processed_pseudogene
137555	-	ROS1	ENSG00000047936	protein_coding
101	-	RNU6-1215P	ENSG00000207170	snRNA
56584	+	MAPRE3	ENSG00000084764	protein_coding
2945	+	AC106053.1	ENSG00000224626	lincRNA
108	-	RNA5SP465	ENSG00000212497	rRNA
50950	+	SIN3B	ENSG00000127511	protein_coding
1620	+	AP003696.1	ENSG00000253385	lincRNA
2068	+	AC008764.6	ENSG00000269399	lincRNA
12503	-	DUOXA1	ENSG00000140254	protein_coding
14752	+	AC005280.1	ENSG00000251393	processed_transcript
44579	+	TTBK1	ENSG00000146216	protein_coding
295	+	Metazoa_SRP	ENSG00000274772	misc_RNA
41085	-	SLC6A20	ENSG00000163817	protein_coding
40195	-	ZBED9	ENSG00000232040	protein_coding
11611	-	COPZ2	ENSG00000005243	protein_coding
12011	-	HOMER3	ENSG00000051128	protein_coding
149	-	SNORA75	ENSG00000212533	snoRNA
33220	-	BCLAF1	ENSG00000029363	protein_coding
747	+	RPS6P25	ENSG00000240616	processed_pseudogene
767	+	TSSK1A	ENSG00000231086	unitary_pseudogene
7770	-	MEN1	ENSG00000133895	protein_coding
1683	-	AC062022.1	ENSG00000226946	processed_pseudogene
669	-	AC025062.2	ENSG00000271654	processed_pseudogene
12391	-	THBS3	ENSG00000169231	protein_coding
4038	-	AC000041.1	ENSG00000242156	unprocessed_pseudogene
44127	+	SLC29A3	ENSG00000198246	protein_coding
1276	+	AL032821.1	ENSG00000234484	antisense_RNA
714	+	AC099791.1	ENSG00000223920	processed_pseudogene
335	-	FKBP1AP4	ENSG00000282502	processed_pseudogene
778	+	AL162578.1	ENSG00000218596	processed_pseudogene
28540	-	CCNT1	ENSG00000129315	protein_coding
5762	+	AC103719.1	ENSG00000254040	lincRNA
92	+	MIR4286	ENSG00000263762	miRNA
105	-	RNU6-861P	ENSG00000252554	snRNA
85	+	SNORD35A	ENSG00000200259	snoRNA
89735	-	MAP3K2	ENSG00000169967	protein_coding
2387	+	BX005266.2	ENSG00000226007	lincRNA
1565	+	ZNF849P	ENSG00000198153	unprocessed_pseudogene
329	+	PTMAP3	ENSG00000218902	processed_pseudogene
31940	+	CPA3	ENSG00000163751	protein_coding
2617	-	AC007382.1	ENSG00000279519	TEC
17866	+	AL109811.4	ENSG00000277726	protein_coding
2449	+	FJX1	ENSG00000179431	protein_coding
4440	-	AL691497.1	ENSG00000231510	lincRNA
207	-	AL359510.1	ENSG00000227625	processed_pseudogene
3102	+	C1QA	ENSG00000173372	protein_coding
20720	+	AQP11	ENSG00000178301	protein_coding
1436	-	ACTRT1	ENSG00000123165	protein_coding
130274	-	ABL2	ENSG00000143322	protein_coding
840	-	AC009238.3	ENSG00000248821	unprocessed_pseudogene
64797	+	C11orf74	ENSG00000166352	protein_coding
747	-	PGAM1P12	ENSG00000250825	processed_pseudogene
17394	+	NPIPA3	ENSG00000224712	protein_coding
